iter	Passed	Remaining
1698	4659	5487
1699	4661	5484
1700	4664	5482
1701	4667	5479
1702	4669	5476
1703	4672	5473
1704	4675	5470
1705	4678	5468
1706	4681	5465
1707	4683	5462
1708	4686	5459
1709	4688	5456
1710	4691	5453
1711	4694	5450
1712	4696	5447
1713	4699	5445
1714	4702	5442
1715	4704	5439
1716	4707	5437
1717	4710	5434
1718	4713	5432
1719	4716	5429
1720	4719	5426
1721	4722	5424
1722	4724	5421
1723	4727	5418
1724	4730	5415
1725	4732	5412
1726	4735	5409
1727	4738	5407
1728	4740	5404
1729	4743	5401
1730	4746	5398
1731	4749	5396
1732	4752	5394
1733	4755	5391
1734	4758	5389
1735	4761	5386
1736	4763	5383
1737	4765	5380
1738	4768	5377
1739	4771	5374
1740	4773	5371
1741	4776	5368
1742	4778	5365
1743	4781	5362
1744	4785	5360
1745	4787	5358
1746	4790	5355
1747	4793	5352
1748	4796	5349
1749	4798	5347
1750	4801	5344
1751	4804	5341
1752	4806	5338
1753	4809	5335
1754	4811	5332
1755	4814	5329
1756	4816	5326
1757	4818	5323
1758	4821	5320
1759	4823	5317
1760	4826	5314
1761	4828	5311
1762	4831	5307
1763	4833	5304
1764	4836	5301
1765	4838	5298
1766	4840	5295
1767	4843	5293
1768	4846	5290
1769	4848	5287
1770	4851	5284
1771	4853	5281
1772	4856	5277
1773	4859	5275
1774	4861	5272
1775	4864	5269
1776	4867	5267
1777	4869	5264
1778	4872	5261
1779	4875	5259
1780	4878	5256
1781	4881	5253
1782	4883	5250
1783	4886	5247
1784	4888	5244
1785	4892	5242
1786	4895	5240
1787	4897	5237
1788	4900	5235
1789	4903	5232
1790	4906	5229
1791	4908	5226
1792	4911	5224
1793	4914	5221
1794	4917	5218
1795	4920	5215
1796	4922	5213
1797	4925	5210
1798	4928	5207
1799	4930	5204
1800	4933	5202
1801	4936	5199
1802	4939	5196
1803	4941	5193
1804	4944	5191
1805	4947	5188
1806	4950	5185
1807	4952	5182
1808	4956	5180
1809	4960	5179
1810	4962	5176
1811	4966	5174
1812	4968	5171
1813	4971	5168
1814	4974	5166
1815	4977	5163
1816	4979	5160
1817	4982	5157
1818	4985	5155
1819	4987	5152
1820	4990	5149
1821	4993	5147
1822	4996	5144
1823	4998	5141
1824	5001	5138
1825	5004	5136
1826	5007	5133
1827	5011	5131
1828	5013	5129
1829	5016	5126
1830	5019	5123
1831	5022	5121
1832	5025	5118
1833	5028	5115
1834	5031	5113
1835	5034	5111
1836	5037	5108
1837	5040	5106
1838	5043	5103
1839	5045	5100
1840	5048	5097
1841	5051	5095
1842	5054	5092
1843	5057	5090
1844	5060	5087
1845	5063	5085
1846	5065	5082
1847	5068	5079
1848	5071	5076
1849	5073	5073
1850	5077	5071
1851	5080	5069
1852	5083	5067
1853	5086	5064
1854	5089	5061
1855	5091	5058
1856	5094	5056
1857	5097	5053
1858	5100	5050
1859	5103	5048
1860	5106	5045
1861	5108	5043
1862	5111	5040
1863	5114	5037
1864	5116	5034
1865	5119	5031
1866	5121	5028
1867	5124	5025
1868	5127	5023
1869	5130	5021
1870	5133	5018
1871	5136	5016
1872	5139	5013
1873	5142	5010
1874	5145	5008
1875	5148	5005
1876	5151	5003
1877	5154	5000
1878	5157	4998
1879	5159	4995
1880	5162	4992
1881	5165	4989
1882	5168	4986
1883	5170	4984
1884	5173	4981
1885	5176	4978
1886	5178	4975
1887	5181	4973
1888	5184	4970
1889	5187	4968
1890	5190	4965
1891	5193	4962
1892	5196	4960
1893	5198	4957
1894	5201	4954
1895	5204	4951
1896	5206	4948
1897	5209	4945
1898	5211	4943
1899	5215	4940
1900	5217	4937
1901	5220	4934
1902	5223	4932
1903	5225	4929
1904	5228	4926
1905	5231	4924
1906	5234	4921
1907	5237	4919
1908	5240	4916
1909	5243	4914
1910	5246	4911
1911	5249	4909
1912	5252	4906
1913	5255	4904
1914	5258	4901
1915	5260	4898
1916	5263	4895
1917	5265	4892
1918	5268	4889
1919	5271	4886
1920	5274	4884
1921	5277	4881
1922	5279	4879
1923	5282	4876
1924	5285	4873
1925	5287	4870
1926	5290	4867
1927	5292	4864
1928	5295	4861
1929	5298	4858
1930	5300	4856
1931	5303	4853
1932	5306	4850
1933	5308	4847
1934	5311	4844
1935	5314	4841
1936	5316	4839
1937	5320	4837
1938	5323	4834
1939	5325	4831
1940	5328	4828
1941	5330	4825
1942	5333	4823
1943	5336	4820
1944	5339	4817
1945	5341	4814
1946	5344	4811
1947	5346	4808
1948	5349	4806
1949	5352	4803
1950	5354	4800
1951	5358	4798
1952	5361	4795
1953	5363	4792
1954	5366	4790
1955	5369	4787
1956	5371	4784
1957	5374	4781
1958	5377	4778
1959	5380	4776
1960	5383	4773
1961	5386	4771
1962	5389	4769
1963	5392	4766
1964	5395	4763
1965	5397	4760
1966	5400	4758
1967	5402	4755
1968	5405	4751
1969	5408	4749
1970	5410	4746
1971	5413	4743
1972	5415	4740
1973	5418	4737
1974	5421	4735
1975	5423	4732
1976	5426	4729
1977	5429	4726
1978	5431	4723
1979	5434	4720
1980	5437	4718
1981	5439	4715
1982	5442	4712
1983	5445	4709
1984	5447	4706
1985	5450	4704
1986	5453	4701
1987	5456	4698
1988	5459	4696
1989	5462	4693
1990	5464	4690
1991	5467	4688
1992	5470	4685
1993	5472	4682
1994	5476	4680
1995	5478	4677
1996	5481	4674
1997	5484	4671
1998	5487	4669
1999	5489	4666
2000	5492	4663
2001	5495	4660
2002	5498	4658
2003	5500	4655
2004	5503	4652
2005	5506	4650
2006	5509	4647
2007	5512	4644
2008	5514	4641
2009	5517	4639
2010	5520	4636
2011	5522	4633
2012	5525	4630
2013	5528	4628
2014	5531	4625
2015	5534	4622
2016	5537	4620
2017	5541	4618
2018	5544	4616
2019	5547	4613
2020	5550	4610
2021	5552	4608
2022	5555	4605
2023	5558	4602
2024	5561	4600
2025	5564	4597
2026	5567	4594
2027	5569	4591
2028	5572	4588
2029	5574	4586
2030	5577	4583
2031	5580	4580
2032	5582	4577
2033	5585	4575
2034	5588	4572
2035	5590	4569
2036	5593	4566
2037	5595	4563
2038	5598	4560
2039	5600	4557
2040	5603	4554
2041	5606	4552
2042	5609	4549
2043	5612	4547
2044	5615	4544
2045	5618	4541
2046	5620	4538
2047	5623	4535
2048	5626	4533
2049	5629	4530
2050	5631	4527
2051	5634	4524
2052	5636	4522
2053	5640	4519
2054	5642	4517
2055	5645	4514
2056	5648	4511
2057	5651	4508
2058	5653	4506
2059	5656	4503
2060	5659	4500
2061	5661	4497
2062	5664	4494
2063	5667	4492
2064	5669	4489
2065	5672	4486
2066	5675	4483
2067	5677	4480
2068	5680	4477
2069	5683	4475
2070	5685	4472
2071	5688	4469
2072	5691	4466
2073	5693	4463
2074	5696	4461
2075	5699	4458
2076	5701	4455
2077	5704	4452
2078	5706	4449
2079	5709	4446
2080	5712	4444
2081	5715	4441
2082	5718	4439
2083	5721	4436
2084	5724	4433
2085	5727	4431
2086	5729	4428
2087	5732	4425
2088	5735	4422
2089	5737	4419
2090	5740	4417
2091	5743	4414
2092	5745	4411
2093	5748	4408
2094	5750	4405
2095	5753	4403
2096	5756	4400
2097	5759	4398
2098	5762	4395
2099	5765	4392
2100	5768	4389
2101	5770	4387
2102	5773	4384
2103	5776	4381
2104	5778	4378
2105	5781	4376
2106	5784	4373
2107	5787	4370
2108	5790	4368
2109	5793	4365
2110	5796	4362
2111	5799	4360
2112	5802	4357
2113	5804	4355
2114	5808	4352
2115	5810	4349
2116	5813	4347
2117	5816	4344
2118	5819	4342
2119	5822	4339
2120	5824	4336
2121	5827	4333
2122	5830	4331
2123	5833	4328
2124	5836	4325
2125	5838	4322
2126	5841	4319
2127	5843	4316
2128	5846	4313
2129	5848	4311
2130	5851	4308
2131	5854	4305
2132	5856	4302
2133	5859	4299
2134	5862	4297
2135	5865	4294
2136	5867	4291
2137	5871	4289
2138	5874	4286
2139	5877	4284
2140	5880	4281
2141	5882	4278
2142	5885	4276
2143	5888	4273
2144	5890	4270
2145	5893	4267
2146	5895	4264
2147	5898	4261
2148	5902	4259
2149	5904	4256
2150	5908	4254
2151	5912	4252
2152	5915	4250
2153	5918	4247
2154	5921	4245
2155	5923	4242
2156	5926	4239
2157	5929	4237
2158	5932	4234
2159	5936	4232
2160	5938	4229
2161	5941	4226
2162	5944	4224
2163	5947	4221
2164	5950	4218
2165	5953	4216
2166	5957	4214
2167	5960	4211
2168	5962	4208
2169	5965	4205
2170	5968	4203
2171	5970	4200
2172	5973	4197
2173	5977	4195
2174	5980	4193
2175	5983	4190
2176	5986	4187
2177	5988	4184
2178	5991	4181
2179	5993	4179
2180	5996	4176
2181	5999	4173
2182	6002	4171
2183	6005	4168
2184	6007	4165
2185	6010	4162
2186	6013	4160
2187	6016	4157
2188	6018	4154
2189	6021	4151
2190	6025	4149
2191	6028	4147
2192	6030	4144
2193	6033	4141
2194	6036	4138
2195	6038	4135
2196	6041	4132
2197	6044	4130
2198	6046	4127
2199	6048	4124
2200	6051	4121
2201	6053	4118
2202	6056	4115
2203	6060	4113
2204	6062	4110
2205	6065	4107
2206	6068	4104
2207	6070	4102
2208	6073	4099
2209	6076	4096
2210	6079	4094
2211	6082	4091
2212	6084	4088
2213	6087	4085
2214	6089	4082
2215	6092	4079
2216	6094	4076
2217	6096	4073
2218	6099	4070
2219	6101	4067
2220	6104	4064
2221	6106	4061
2222	6109	4059
2223	6111	4056
2224	6114	4053
2225	6116	4050
2226	6119	4047
2227	6121	4044
2228	6124	4041
2229	6127	4039
2230	6130	4036
2231	6133	4033
2232	6136	4031
2233	6138	4028
2234	6141	4025
2235	6143	4022
2236	6146	4019
2237	6149	4017
2238	6151	4014
2239	6154	4011
2240	6157	4009
2241	6160	4006
2242	6163	4003
2243	6165	4000
2244	6168	3997
2245	6171	3995
2246	6173	3992
2247	6175	3989
2248	6178	3986
2249	6181	3983
2250	6183	3980
2251	6186	3977
2252	6188	3974
2253	6191	3972
2254	6194	3969
2255	6196	3966
2256	6199	3963
2257	6201	3960
2258	6204	3957
2259	6207	3955
2260	6210	3952
2261	6213	3949
2262	6215	3947
2263	6218	3944
2264	6221	3941
2265	6224	3939
2266	6227	3936
2267	6230	3934
2268	6234	3931
2269	6237	3929
2270	6239	3926
2271	6242	3923
2272	6246	3921
2273	6249	3918
2274	6252	3916
2275	6255	3913
2276	6257	3910
2277	6260	3908
2278	6263	3905
2279	6265	3902
2280	6268	3899
2281	6271	3896
2282	6273	3893
2283	6276	3890
2284	6278	3888
2285	6281	3885
2286	6284	3882
2287	6286	3879
2288	6289	3876
2289	6291	3874
2290	6294	3871
2291	6297	3868
2292	6300	3865
2293	6303	3863
2294	6306	3860
2295	6308	3857
2296	6311	3855
2297	6314	3852
2298	6317	3849
2299	6320	3847
2300	6322	3844
2301	6325	3841
2302	6328	3838
2303	6331	3836
2304	6334	3833
2305	6336	3830
2306	6339	3827
2307	6342	3825
2308	6345	3822
2309	6348	3820
2310	6351	3817
2311	6354	3814
2312	6357	3812
2313	6360	3809
2314	6363	3806
2315	6365	3804
2316	6368	3801
2317	6371	3798
2318	6374	3795
2319	6377	3793
2320	6380	3790
2321	6383	3788
2322	6386	3785
2323	6388	3782
2324	6391	3780
2325	6394	3777
2326	6397	3774
2327	6400	3771
2328	6403	3769
2329	6405	3766
2330	6408	3763
2331	6411	3760
2332	6413	3758
2333	6416	3755
2334	6419	3752
2335	6421	3749
2336	6424	3746
2337	6427	3744
2338	6430	3741
2339	6432	3738
2340	6435	3735
2341	6437	3732
2342	6440	3730
2343	6443	3727
2344	6446	3724
2345	6449	3722
2346	6452	3719
2347	6454	3716
2348	6457	3714
2349	6460	3711
2350	6462	3708
2351	6465	3705
2352	6468	3702
2353	6471	3700
2354	6473	3697
2355	6476	3694
2356	6479	3691
2357	6482	3689
2358	6484	3686
2359	6487	3683
2360	6490	3680
2361	6493	3678
2362	6495	3675
2363	6498	3672
2364	6501	3669
2365	6503	3667
2366	6506	3664
2367	6509	3661
2368	6512	3658
2369	6515	3656
2370	6517	3653
2371	6520	3650
2372	6523	3647
2373	6525	3644
2374	6528	3642
2375	6530	3639
2376	6533	3636
2377	6536	3633
2378	6539	3630
2379	6541	3628
2380	6544	3625
2381	6546	3622
2382	6549	3619
2383	6552	3616
2384	6555	3614
2385	6558	3611
2386	6561	3609
2387	6563	3606
2388	6566	3603
2389	6568	3600
2390	6571	3597
2391	6574	3594
2392	6576	3591
2393	6579	3589
2394	6581	3586
2395	6584	3583
2396	6587	3581
2397	6591	3578
2398	6593	3575
2399	6596	3572
2400	6598	3570
2401	6601	3567
2402	6604	3564
2403	6606	3561
2404	6609	3558
2405	6611	3556
2406	6614	3553
2407	6618	3551
2408	6621	3548
2409	6623	3545
2410	6626	3542
2411	6628	3539
2412	6631	3536
2413	6634	3534
2414	6638	3532
2415	6641	3529
2416	6644	3526
2417	6646	3524
2418	6649	3521
2419	6652	3518
2420	6655	3515
2421	6657	3513
2422	6660	3510
2423	6662	3507
2424	6665	3504
2425	6668	3502
2426	6671	3499
2427	6675	3497
2428	6678	3494
2429	6681	3491
2430	6683	3488
2431	6686	3486
2432	6689	3483
2433	6692	3480
2434	6694	3478
2435	6697	3475
2436	6700	3472
2437	6703	3469
2438	6705	3466
2439	6708	3464
2440	6711	3461
2441	6713	3458
2442	6717	3456
2443	6720	3453
2444	6722	3450
2445	6725	3448
2446	6728	3445
2447	6731	3442
2448	6734	3440
2449	6737	3437
2450	6739	3434
2451	6742	3431
2452	6745	3429
2453	6748	3426
2454	6751	3423
2455	6755	3421
2456	6758	3418
2457	6761	3416
2458	6764	3413
2459	6767	3411
2460	6770	3408
2461	6773	3405
2462	6775	3402
2463	6778	3400
2464	6780	3397
2465	6783	3394
2466	6786	3391
2467	6789	3389
2468	6791	3386
2469	6794	3383
2470	6796	3380
2471	6799	3377
2472	6802	3375
2473	6805	3372
2474	6808	3369
2475	6810	3366
2476	6813	3364
2477	6816	3361
2478	6819	3358
2479	6821	3355
2480	6824	3352
2481	6827	3350
2482	6829	3347
2483	6832	3344
2484	6835	3342
2485	6838	3339
2486	6841	3336
2487	6843	3333
2488	6846	3331
2489	6849	3328
2490	6852	3326
2491	6855	3323
2492	6858	3320
2493	6862	3318
2494	6864	3315
2495	6867	3312
2496	6870	3309
2497	6872	3307
2498	6875	3304
2499	6877	3301
2500	6880	3298
2501	6883	3295
2502	6886	3293
2503	6888	3290
2504	6891	3287
2505	6894	3284
2506	6896	3281
2507	6899	3278
2508	6901	3276
2509	6904	3273
2510	6907	3270
2511	6910	3268
2512	6912	3265
2513	6915	3262
2514	6917	3259
2515	6920	3256
2516	6923	3254
2517	6926	3251
2518	6929	3248
2519	6932	3246
2520	6935	3243
2521	6939	3241
2522	6941	3238
2523	6944	3235
2524	6947	3233
2525	6950	3230
2526	6952	3227
2527	6955	3224
2528	6958	3221
2529	6960	3219
2530	6963	3216
2531	6965	3213
2532	6968	3210
2533	6970	3207
2534	6973	3205
2535	6976	3202
2536	6979	3199
2537	6981	3196
2538	6984	3193
2539	6986	3190
2540	6990	3188
2541	6993	3185
2542	6996	3183
2543	6998	3180
2544	7001	3177
2545	7004	3174
2546	7006	3171
2547	7008	3168
2548	7011	3165
2549	7013	3162
2550	7015	3159
2551	7017	3156
2552	7019	3153
2553	7021	3150
2554	7024	3147
2555	7026	3144
2556	7028	3141
2557	7030	3138
2558	7033	3135
2559	7035	3133
2560	7038	3130
2561	7041	3127
2562	7044	3125
2563	7047	3122
2564	7050	3119
2565	7053	3117
2566	7055	3114
2567	7058	3111
2568	7061	3108
2569	7064	3105
2570	7067	3103
2571	7069	3100
2572	7072	3097
2573	7074	3094
2574	7077	3091
2575	7080	3089
2576	7083	3086
2577	7086	3084
2578	7089	3081
2579	7092	3078
2580	7094	3076
2581	7097	3073
2582	7100	3070
2583	7103	3067
2584	7105	3065
2585	7108	3062
2586	7110	3059
2587	7113	3056
2588	7116	3053
2589	7119	3051
2590	7122	3048
2591	7125	3045
2592	7127	3042
2593	7130	3040
2594	7132	3037
2595	7135	3034
2596	7138	3031
2597	7140	3028
2598	7143	3026
2599	7146	3023
2600	7148	3020
2601	7151	3017
2602	7154	3014
2603	7156	3012
2604	7159	3009
2605	7162	3006
2606	7164	3003
2607	7167	3001
2608	7170	2998
2609	7174	2996
2610	7177	2993
2611	7180	2990
2612	7184	2988
2613	7187	2985
2614	7190	2983
2615	7192	2980
2616	7195	2977
2617	7198	2975
2618	7202	2972
2619	7205	2970
2620	7208	2967
2621	7211	2964
2622	7214	2962
2623	7216	2959
2624	7220	2956
2625	7223	2954
2626	7226	2951
2627	7229	2948
2628	7231	2946
2629	7234	2943
2630	7237	2940
2631	7239	2937
2632	7242	2934
2633	7245	2932
2634	7248	2929
2635	7251	2926
2636	7253	2924
2637	7256	2921
2638	7259	2918
2639	7262	2915
2640	7265	2913
2641	7268	2910
2642	7271	2908
2643	7275	2905
2644	7278	2903
2645	7281	2900
2646	7283	2897
2647	7286	2894
2648	7289	2891
2649	7291	2889
2650	7293	2886
2651	7296	2883
2652	7299	2880
2653	7302	2878
2654	7305	2875
2655	7308	2872
2656	7311	2870
2657	7314	2867
2658	7317	2864
2659	7321	2862
2660	7324	2859
2661	7327	2857
2662	7330	2854
2663	7334	2852
2664	7338	2850
2665	7341	2847
2666	7344	2844
2667	7347	2841
2668	7349	2839
2669	7352	2836
2670	7355	2833
2671	7358	2831
2672	7360	2828
2673	7363	2825
2674	7366	2822
2675	7369	2819
2676	7372	2817
2677	7375	2814
2678	7378	2811
2679	7381	2809
2680	7384	2806
2681	7386	2803
2682	7389	2801
2683	7392	2798
2684	7394	2795
2685	7397	2792
2686	7400	2789
2687	7403	2787
2688	7405	2784
2689	7409	2782
2690	7412	2779
2691	7414	2776
2692	7417	2773
2693	7419	2770
2694	7422	2767
2695	7424	2764
2696	7426	2762
2697	7429	2759
2698	7432	2756
2699	7435	2753
2700	7437	2750
2701	7440	2748
2702	7442	2745
2703	7445	2742
2704	7448	2739
2705	7450	2736
2706	7453	2734
2707	7456	2731
2708	7459	2728
2709	7461	2725
2710	7464	2723
2711	7467	2720
2712	7470	2717
2713	7472	2714
2714	7474	2711
2715	7477	2709
2716	7479	2706
2717	7482	2703
2718	7484	2700
2719	7487	2697
2720	7489	2694
2721	7491	2691
2722	7494	2688
2723	7496	2686
2724	7499	2683
2725	7502	2680
2726	7505	2677
2727	7509	2675
2728	7511	2672
2729	7514	2670
2730	7517	2667
2731	7519	2664
2732	7522	2661
2733	7524	2658
2734	7528	2656
2735	7530	2653
2736	7533	2650
2737	7535	2647
2738	7538	2644
2739	7540	2641
2740	7543	2639
2741	7545	2636
2742	7547	2633
2743	7550	2630
2744	7552	2627
2745	7555	2624
2746	7557	2621
2747	7559	2618
2748	7562	2616
2749	7564	2613
2750	7567	2610
2751	7569	2607
2752	7571	2604
2753	7575	2602
2754	7578	2599
2755	7581	2596
2756	7584	2594
2757	7587	2591
2758	7590	2588
2759	7592	2585
2760	7595	2583
2761	7598	2580
2762	7600	2577
2763	7603	2574
2764	7606	2572
2765	7609	2569
2766	7612	2566
2767	7614	2563
2768	7618	2561
2769	7621	2558
2770	7624	2556
2771	7626	2553
2772	7629	2550
2773	7631	2547
2774	7634	2544
2775	7637	2542
2776	7639	2539
2777	7642	2536
2778	7645	2533
2779	7647	2530
2780	7650	2528
2781	7653	2525
2782	7655	2522
2783	7658	2519
2784	7661	2517
2785	7666	2514
2786	7668	2512
2787	7671	2509
2788	7673	2506
2789	7675	2503
2790	7678	2500
2791	7681	2498
2792	7683	2495
2793	7686	2492
2794	7690	2490
2795	7692	2487
2796	7696	2484
2797	7698	2481
2798	7701	2479
2799	7705	2476
2800	7707	2473
2801	7710	2471
2802	7712	2468
2803	7715	2465
2804	7718	2462
2805	7721	2460
2806	7724	2457
2807	7726	2454
2808	7729	2451
2809	7732	2449
2810	7735	2446
2811	7738	2443
2812	7740	2440
2813	7743	2438
2814	7745	2435
2815	7748	2432
2816	7751	2429
2817	7754	2426
2818	7756	2424
2819	7759	2421
2820	7761	2418
2821	7764	2415
2822	7766	2412
2823	7768	2409
2824	7771	2407
2825	7773	2404
2826	7776	2401
2827	7778	2398
2828	7781	2395
2829	7783	2392
2830	7785	2389
2831	7788	2387
2832	7790	2384
2833	7793	2381
2834	7795	2378
2835	7798	2375
2836	7801	2373
2837	7803	2370
2838	7806	2367
2839	7809	2364
2840	7812	2362
2841	7814	2359
2842	7817	2356
2843	7819	2353
2844	7821	2350
2845	7824	2347
2846	7827	2345
2847	7830	2342
2848	7833	2339
2849	7835	2337
2850	7838	2334
2851	7841	2331
2852	7844	2328
2853	7847	2326
2854	7850	2323
2855	7852	2320
2856	7854	2317
2857	7857	2314
2858	7860	2312
2859	7862	2309
2860	7865	2306
2861	7868	2303
2862	7870	2300
2863	7872	2298
2864	7875	2295
2865	7878	2292
2866	7883	2290
2867	7885	2287
2868	7888	2284
2869	7891	2282
2870	7894	2279
2871	7897	2276
2872	7899	2273
2873	7903	2271
2874	7906	2268
2875	7908	2265
2876	7911	2263
2877	7913	2260
2878	7916	2257
2879	7918	2254
2880	7921	2251
2881	7923	2248
2882	7926	2246
2883	7928	2243
2884	7930	2240
2885	7933	2237
2886	7935	2234
2887	7938	2231
2888	7940	2229
2889	7942	2226
2890	7945	2223
2891	7948	2220
2892	7951	2217
2893	7954	2215
2894	7957	2212
2895	7959	2209
2896	7962	2207
2897	7964	2204
2898	7967	2201
2899	7970	2198
2900	7972	2195
2901	7975	2193
2902	7978	2190
2903	7980	2187
2904	7983	2184
2905	7986	2182
2906	7988	2179
2907	7991	2176
2908	7993	2173
2909	7996	2170
2910	7998	2167
2911	8000	2165
2912	8003	2162
2913	8006	2159
2914	8008	2156
2915	8011	2153
2916	8014	2151
2917	8018	2148
2918	8020	2146
2919	8024	2143
2920	8026	2140
2921	8029	2137
2922	8032	2135
2923	8035	2132
2924	8037	2129
2925	8040	2126
2926	8044	2124
2927	8047	2121
2928	8050	2119
2929	8053	2116
2930	8057	2113
2931	8059	2111
2932	8062	2108
2933	8065	2105
2934	8067	2102
2935	8070	2100
2936	8072	2097
2937	8075	2094
2938	8077	2091
2939	8080	2088
2940	8083	2086
2941	8086	2083
2942	8089	2080
2943	8091	2077
2944	8094	2075
2945	8097	2072
2946	8099	2069
2947	8102	2066
2948	8104	2063
2949	8107	2061
2950	8110	2058
2951	8113	2055
2952	8115	2052
2953	8118	2050
2954	8120	2047
2955	8123	2044
2956	8125	2041
2957	8128	2038
2958	8130	2036
2959	8133	2033
2960	8136	2030
2961	8139	2027
2962	8142	2025
2963	8145	2022
2964	8148	2019
2965	8150	2017
2966	8153	2014
2967	8156	2011
2968	8158	2008
2969	8161	2006
2970	8164	2003
2971	8166	2000
2972	8169	1997
2973	8172	1995
2974	8175	1992
2975	8177	1989
2976	8180	1986
2977	8182	1983
2978	8185	1981
2979	8187	1978
2980	8190	1975
2981	8192	1972
2982	8195	1969
2983	8197	1967
2984	8201	1964
2985	8205	1961
2986	8208	1959
2987	8211	1956
2988	8214	1953
2989	8216	1951
2990	8219	1948
2991	8221	1945
2992	8224	1942
2993	8227	1940
2994	8229	1937
2995	8232	1934
2996	8235	1931
2997	8238	1929
2998	8241	1926
2999	8243	1923
3000	8246	1920
3001	8249	1918
3002	8251	1915
3003	8254	1912
3004	8256	1909
3005	8258	1906
3006	8261	1903
3007	8263	1901
3008	8266	1898
3009	8269	1895
3010	8271	1892
3011	8274	1890
3012	8277	1887
3013	8279	1884
3014	8282	1881
3015	8284	1878
3016	8287	1876
3017	8289	1873
3018	8292	1870
3019	8295	1867
3020	8297	1864
3021	8300	1862
3022	8302	1859
3023	8304	1856
3024	8307	1853
3025	8309	1850
3026	8312	1848
3027	8315	1845
3028	8318	1842
3029	8320	1839
3030	8323	1837
3031	8325	1834
3032	8328	1831
3033	8331	1828
3034	8335	1826
3035	8338	1823
3036	8341	1821
3037	8343	1818
3038	8346	1815
3039	8348	1812
3040	8351	1809
3041	8354	1807
3042	8357	1804
3043	8359	1801
3044	8362	1798
3045	8364	1795
3046	8367	1793
3047	8369	1790
3048	8372	1787
3049	8375	1784
3050	8378	1782
3051	8381	1779
3052	8384	1776
3053	8386	1774
3054	8389	1771
3055	8391	1768
3056	8394	1765
3057	8397	1762
3058	8399	1760
3059	8402	1757
3060	8405	1754
3061	8407	1751
3062	8410	1749
3063	8412	1746
3064	8415	1743
3065	8418	1740
3066	8420	1737
3067	8423	1735
3068	8426	1732
3069	8429	1729
3070	8432	1727
3071	8435	1724
3072	8440	1722
3073	8442	1719
3074	8445	1716
3075	8448	1713
3076	8451	1711
3077	8454	1708
3078	8456	1705
3079	8459	1702
3080	8462	1700
3081	8465	1697
3082	8468	1694
3083	8470	1691
3084	8474	1689
3085	8476	1686
3086	8479	1683
3087	8482	1681
3088	8485	1678
3089	8488	1675
3090	8490	1672
3091	8493	1670
3092	8495	1667
3093	8498	1664
3094	8501	1661
3095	8503	1658
3096	8506	1656
3097	8508	1653
3098	8511	1650
3099	8513	1647
3100	8516	1645
3101	8519	1642
3102	8522	1639
3103	8525	1637
3104	8528	1634
3105	8530	1631
3106	8533	1628
3107	8536	1625
3108	8538	1623
3109	8541	1620
3110	8544	1617
3111	8547	1614
3112	8549	1612
3113	8552	1609
3114	8557	1607
3115	8560	1604
3116	8563	1601
3117	8565	1598
3118	8568	1596
3119	8571	1593
3120	8574	1590
3121	8577	1587
3122	8579	1585
3123	8582	1582
3124	8585	1579
3125	8588	1576
3126	8590	1574
3127	8593	1571
3128	8596	1568
3129	8599	1566
3130	8602	1563
3131	8605	1560
3132	8608	1557
3133	8611	1555
3134	8613	1552
3135	8616	1549
3136	8619	1546
3137	8622	1544
3138	8625	1541
3139	8627	1538
3140	8630	1535
3141	8633	1533
3142	8636	1530
3143	8639	1527
3144	8642	1525
3145	8646	1522
3146	8649	1519
3147	8652	1517
3148	8655	1514
3149	8658	1511
3150	8661	1509
3151	8663	1506
3152	8666	1503
3153	8669	1500
3154	8672	1498
3155	8675	1495
3156	8678	1492
3157	8681	1489
3158	8683	1487
3159	8686	1484
3160	8688	1481
3161	8691	1478
3162	8694	1476
3163	8697	1473
3164	8700	1470
3165	8702	1467
3166	8705	1465
3167	8707	1462
3168	8709	1459
3169	8713	1456
3170	8716	1454
3171	8718	1451
3172	8720	1448
3173	8723	1445
3174	8725	1442
3175	8728	1440
3176	8730	1437
3177	8733	1434
3178	8735	1431
3179	8738	1428
3180	8740	1426
3181	8743	1423
3182	8745	1420
3183	8748	1417
3184	8751	1415
3185	8753	1412
3186	8757	1409
3187	8760	1406
3188	8762	1404
3189	8765	1401
3190	8767	1398
3191	8770	1395
3192	8772	1392
3193	8775	1390
3194	8777	1387
3195	8781	1384
3196	8784	1382
3197	8786	1379
3198	8789	1376
3199	8791	1373
3200	8794	1370
3201	8797	1368
3202	8799	1365
3203	8802	1362
3204	8805	1359
3205	8808	1357
3206	8811	1354
3207	8813	1351
3208	8816	1348
3209	8818	1346
3210	8821	1343
3211	8823	1340
3212	8826	1337
3213	8829	1335
3214	8832	1332
3215	8835	1329
3216	8838	1327
3217	8841	1324
3218	8844	1321
3219	8846	1318
3220	8849	1316
3221	8852	1313
3222	8854	1310
3223	8857	1307
3224	8860	1304
3225	8862	1302
3226	8865	1299
3227	8867	1296
3228	8870	1293
3229	8872	1291
3230	8874	1288
3231	8877	1285
3232	8880	1282
3233	8882	1279
3234	8885	1277
3235	8888	1274
3236	8891	1271
3237	8894	1269
3238	8896	1266
3239	8900	1263
3240	8903	1260
3241	8906	1258
3242	8909	1255
3243	8912	1252
3244	8915	1250
3245	8917	1247
3246	8920	1244
3247	8923	1241
3248	8926	1239
3249	8929	1236
3250	8931	1233
3251	8934	1230
